Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Experience_Band,Income_Band,Job_Sector,Labour_Group
Lawyer,50723,7,Bachelor's,0.44,1.45,0.52,Medium,0.29,0.35,0.61,0.35,0.54,0.27,0.35,0.71,0.58,0.09,Mid-Level,Middle,Legal Services,Private_Professional
Financial Analyst,62081,26,PhD,0.05,0.58,0.58,Medium,0.71,0.02,0.64,0.03,0.96,0.7,0.19,0.16,0.57,0.63,Expert/Late,Middle,Finance & Professional Services,Private_Professional
Lawyer,129443,7,PhD,0.3,0.53,0.61,Medium,0.05,0.75,0.05,0.25,0.84,0.95,0.41,0.97,0.63,0.42,Mid-Level,High,Legal Services,Private_Professional
Data Scientist,55482,13,High School,0.3,0.77,0.56,Medium,0.39,0.14,0.07,0.79,0.68,0.41,0.9,0.41,0.71,0.91,Senior,Middle,Digital & Technology,Digital_Creative
Graphic Designer,103933,8,PhD,0.51,1.18,0.47,Medium,0.65,0.26,0.43,0.21,0.04,0.59,0.86,0.03,0.2,0.46,Mid-Level,High,Creative Industries,Digital_Creative
UX Researcher,43997,29,PhD,0.34,0.63,0.55,Medium,0.58,0.47,0.86,0.27,0.01,0.32,0.01,0.54,0.38,0.81,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Lawyer,66258,11,PhD,0.43,0.72,0.47,Medium,0.64,0.19,0.77,0.33,0.93,0.51,0.85,0.62,0.55,0.68,Senior,Middle,Legal Services,Private_Professional
Chef,132495,23,PhD,0.92,1.2,0.55,Medium,0.53,0.18,0.12,0.49,0.16,0.58,0.65,0.53,0.04,0.06,Expert/Late,High,Hospitality & Catering,Manual_Trade_Service
Data Scientist,135071,26,High School,0.86,0.91,0.49,Medium,0.85,0.09,0.39,0.4,0.5,0.11,0.1,0.42,0.03,0.25,Expert/Late,High,Digital & Technology,Digital_Creative
Marketing Manager,50954,29,Bachelor's,0.49,0.51,0.57,Medium,0.86,0.71,0.82,0.64,0.51,0.22,0.28,0.32,0.04,0.91,Expert/Late,Middle,Marketing & Professional Services,Private_Professional
Security Guard,45590,11,PhD,0.11,1.06,0.82,High,0.68,0.6,0.12,0.66,0.61,0.53,0.4,0.95,0.85,0.59,Senior,Middle,Security & Protective Services,Manual_Trade_Service
HR Specialist,118035,16,Bachelor's,0.78,0.69,0.58,Medium,0.86,0.96,0.47,0.97,0.41,0.22,0.51,0.65,0.46,0.57,Senior,High,Business & Professional Services,Private_Professional
Truck Driver,147488,2,Bachelor's,0.52,1.45,0.82,High,0.25,0.76,0.34,0.82,0.06,0.33,0.09,0.09,0.66,0.39,Early Career,High,Transport & Logistics,Manual_Trade_Service
HR Specialist,111506,23,Bachelor's,0.52,0.8,0.59,Medium,0.62,0.8,0.64,0.17,0.67,0.39,0.46,0.92,0.36,0.61,Expert/Late,High,Business & Professional Services,Private_Professional
Marketing Manager,104644,7,Master's,0.86,0.5,0.54,Medium,0.01,0.71,0.23,0.38,0.38,0.85,0.1,0.67,0.98,0.02,Mid-Level,High,Marketing & Professional Services,Private_Professional
Retail Worker,85197,4,Master's,0.02,1.34,0.94,High,0.99,0.46,0.87,0.12,0.43,0.31,0.4,0.7,0.09,1.0,Early Career,Middle,Retail & Consumer Services,Manual_Trade_Service
Chef,145435,22,PhD,0.87,1.33,0.61,Medium,0.04,0.52,0.33,0.11,0.34,0.64,0.23,0.44,0.4,0.05,Expert/Late,High,Hospitality & Catering,Manual_Trade_Service
UX Researcher,31113,3,High School,0.62,1.47,0.42,Medium,0.42,0.4,0.92,0.41,0.44,0.25,0.0,0.11,0.7,0.68,Early Career,Middle,Digital & Creative Industries,Digital_Creative
Retail Worker,119374,27,Bachelor's,0.47,0.8,0.88,High,0.84,0.9,0.17,0.7,0.96,0.65,0.35,0.64,0.69,0.4,Expert/Late,High,Retail & Consumer Services,Manual_Trade_Service
Retail Worker,105450,27,PhD,0.61,1.3,0.95,High,0.22,0.7,0.03,0.97,0.01,0.36,0.08,0.62,0.34,0.73,Expert/Late,High,Retail & Consumer Services,Manual_Trade_Service
Research Scientist,113453,18,PhD,0.42,0.85,0.07,Low,0.2,0.64,0.5,0.07,0.54,0.05,0.51,0.96,0.31,0.72,Senior,High,Research & Development,Digital_Creative
Mechanic,62656,1,High School,0.73,1.02,0.62,Medium,0.7,0.24,0.53,0.56,0.45,0.18,0.22,0.28,0.01,0.92,Entry/Junior,Middle,Transport & Automotive Services,Manual_Trade_Service
Retail Worker,50823,4,PhD,0.31,1.15,0.84,High,0.65,0.43,0.41,0.12,0.62,0.18,0.67,0.97,0.26,0.14,Early Career,Middle,Retail & Consumer Services,Manual_Trade_Service
Security Guard,52879,25,PhD,0.38,0.71,0.82,High,0.52,0.35,0.75,0.9,0.21,0.84,0.13,0.23,0.56,0.31,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
Teacher,132132,29,PhD,0.29,1.4,0.09,Low,0.76,0.72,0.11,0.33,0.19,0.02,0.17,0.2,0.17,0.09,Expert/Late,High,Education,Public_Sector
Research Scientist,32693,27,Bachelor's,0.14,1.25,0.13,Low,0.51,0.77,0.75,0.17,0.1,0.59,0.74,0.15,0.37,0.87,Expert/Late,Middle,Research & Development,Digital_Creative
Doctor,69812,26,PhD,0.67,0.51,0.27,Low,0.4,0.65,0.4,0.88,0.65,0.58,0.98,0.28,0.07,0.52,Expert/Late,Middle,Health & Social Care,Public_Sector
Nurse,58353,24,PhD,0.45,1.12,0.2,Low,0.39,0.86,0.65,0.89,0.91,0.17,0.68,0.32,0.84,0.73,Expert/Late,Middle,Health & Social Care,Public_Sector
Construction Worker,103969,16,PhD,0.94,1.18,0.94,High,0.2,0.87,0.67,0.55,0.82,0.63,0.67,0.25,0.82,0.65,Senior,High,Construction,Manual_Trade_Service
UX Researcher,34110,14,Bachelor's,0.65,1.48,0.54,Medium,0.69,0.56,0.78,0.98,0.54,0.42,0.86,0.97,0.13,0.58,Senior,Middle,Digital & Creative Industries,Digital_Creative
Retail Worker,73105,23,PhD,0.53,0.91,0.86,High,0.27,0.35,0.99,0.64,0.87,0.81,0.65,0.84,0.29,0.64,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
Security Guard,147323,9,Master's,0.62,0.67,0.77,High,0.29,0.6,0.97,0.95,0.23,0.3,0.04,0.4,0.83,0.92,Mid-Level,High,Security & Protective Services,Manual_Trade_Service
Software Engineer,97720,13,Master's,0.27,0.72,0.44,Medium,0.8,0.65,0.79,0.58,0.26,0.23,0.01,0.78,0.85,0.77,Senior,Middle,Digital & Technology,Digital_Creative
Financial Analyst,30877,20,High School,0.05,0.61,0.48,Medium,0.48,0.82,0.68,0.15,0.23,0.29,0.12,0.29,0.73,0.24,Expert/Late,Middle,Finance & Professional Services,Private_Professional
AI Engineer,38499,9,Master's,0.47,0.82,0.15,Low,0.71,0.52,0.01,0.92,0.07,0.94,0.03,0.77,0.53,0.51,Mid-Level,Middle,Digital & Technology,Digital_Creative
Software Engineer,135634,0,High School,0.24,1.28,0.66,Medium,0.53,0.35,0.06,0.68,0.28,0.06,0.67,0.49,0.01,0.11,Entry/Junior,High,Digital & Technology,Digital_Creative
Teacher,88843,24,PhD,0.06,1.37,0.13,Low,0.09,0.76,0.52,0.31,0.41,0.02,0.66,0.37,0.71,0.63,Expert/Late,Middle,Education,Public_Sector
Nurse,68966,22,Bachelor's,0.79,1.13,0.15,Low,0.39,0.12,0.78,0.76,0.25,0.86,0.59,0.48,0.02,0.38,Expert/Late,Middle,Health & Social Care,Public_Sector
Graphic Designer,95490,17,High School,0.09,0.96,0.7,Medium,0.72,0.55,0.53,0.04,0.96,0.93,0.68,0.1,0.21,0.18,Senior,Middle,Creative Industries,Digital_Creative
Graphic Designer,101786,2,PhD,0.21,1.2,0.52,Medium,0.02,0.74,0.19,0.82,0.36,0.34,0.01,0.99,0.61,0.42,Early Career,High,Creative Industries,Digital_Creative
Research Scientist,41808,24,Bachelor's,0.7,0.78,0.3,Low,0.95,0.74,0.97,0.11,0.28,0.25,0.07,0.97,0.06,0.86,Expert/Late,Middle,Research & Development,Digital_Creative
Software Engineer,44903,18,Master's,0.38,0.52,0.3,Low,0.2,0.49,0.46,0.59,0.77,0.38,0.16,0.8,0.33,0.29,Senior,Middle,Digital & Technology,Digital_Creative
UX Researcher,93615,16,High School,0.01,0.98,0.35,Medium,0.18,0.48,0.87,0.84,0.97,0.48,0.55,0.82,0.7,0.18,Senior,Middle,Digital & Creative Industries,Digital_Creative
AI Engineer,81141,10,Bachelor's,0.13,0.67,0.27,Low,0.53,0.71,0.37,0.53,0.98,0.33,0.67,0.17,0.12,0.78,Senior,Middle,Digital & Technology,Digital_Creative
Truck Driver,126705,27,Master's,0.67,0.66,0.76,High,0.91,0.29,0.82,0.29,0.94,0.91,0.04,0.77,0.17,0.22,Expert/Late,High,Transport & Logistics,Manual_Trade_Service
Customer Support,57254,8,Bachelor's,0.58,0.83,0.84,High,0.17,0.02,0.57,0.52,0.69,0.65,0.9,0.46,0.01,0.63,Mid-Level,Middle,Customer Service,Manual_Trade_Service
Mechanic,126923,28,PhD,0.64,1.08,0.39,Medium,0.36,0.91,0.47,0.59,0.94,0.47,0.39,0.89,0.91,0.35,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
Truck Driver,71689,28,Bachelor's,0.96,0.56,0.71,High,0.52,0.29,0.58,0.72,0.07,0.88,0.28,0.38,0.34,0.84,Expert/Late,Middle,Transport & Logistics,Manual_Trade_Service
AI Engineer,49546,5,High School,0.22,0.89,0.26,Low,0.15,0.43,0.93,0.5,0.73,0.83,0.2,0.22,0.76,0.75,Mid-Level,Middle,Digital & Technology,Digital_Creative
Truck Driver,41398,22,High School,0.32,0.9,0.91,High,0.42,0.93,1.0,0.78,0.67,0.39,0.07,0.57,0.36,0.35,Expert/Late,Middle,Transport & Logistics,Manual_Trade_Service
Marketing Manager,142301,27,Bachelor's,0.46,1.25,0.46,Medium,0.15,0.46,0.95,0.8,0.21,0.39,0.93,0.12,0.25,0.26,Expert/Late,High,Marketing & Professional Services,Private_Professional
UX Researcher,73042,28,Master's,0.41,0.58,0.55,Medium,0.1,0.61,0.51,0.49,0.07,0.64,0.43,0.41,0.6,0.61,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Mechanic,110094,10,PhD,0.13,0.74,0.57,Medium,0.58,0.76,0.74,0.85,0.38,0.35,0.83,0.24,0.46,0.19,Senior,High,Transport & Automotive Services,Manual_Trade_Service
UX Researcher,126155,9,High School,0.41,0.71,0.58,Medium,0.24,0.94,0.37,0.66,0.35,0.81,0.9,0.79,0.85,0.1,Mid-Level,High,Digital & Creative Industries,Digital_Creative
Nurse,128464,15,Master's,0.62,1.37,0.22,Low,0.2,0.61,0.09,0.7,0.41,0.15,0.98,0.9,0.89,0.79,Senior,High,Health & Social Care,Public_Sector
Lawyer,139791,4,PhD,0.66,0.61,0.66,Medium,0.88,0.75,0.93,0.55,0.45,0.97,0.46,0.64,0.37,0.64,Early Career,High,Legal Services,Private_Professional
Security Guard,56745,1,PhD,0.62,1.01,0.78,High,0.64,0.91,0.01,0.13,0.12,0.92,0.66,0.95,0.58,0.46,Entry/Junior,Middle,Security & Protective Services,Manual_Trade_Service
UX Researcher,94558,25,High School,0.16,0.88,0.49,Medium,0.3,0.37,0.08,0.2,0.34,0.8,0.18,0.35,0.06,0.56,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Mechanic,91478,11,Master's,0.87,1.32,0.41,Medium,0.14,0.16,0.97,0.67,0.04,0.14,0.49,0.21,0.8,0.57,Senior,Middle,Transport & Automotive Services,Manual_Trade_Service
Marketing Manager,125980,1,High School,0.46,0.76,0.54,Medium,0.72,0.37,0.5,0.84,0.15,0.55,0.35,0.7,0.02,0.67,Entry/Junior,High,Marketing & Professional Services,Private_Professional
Retail Worker,128708,15,PhD,0.06,1.22,0.86,High,0.89,0.52,0.53,0.71,0.32,0.04,0.23,0.24,0.34,0.94,Senior,High,Retail & Consumer Services,Manual_Trade_Service
Security Guard,41638,26,High School,0.94,1.5,0.81,High,0.23,0.56,0.88,0.47,0.51,0.13,0.42,0.39,0.35,0.89,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
Research Scientist,54829,26,PhD,0.97,0.51,0.29,Low,0.55,0.7,0.19,0.65,0.88,0.14,0.13,0.3,0.16,0.11,Expert/Late,Middle,Research & Development,Digital_Creative
Graphic Designer,50720,28,Master's,0.21,1.17,0.64,Medium,0.65,0.12,0.57,0.39,0.34,0.32,0.93,0.74,0.13,0.48,Expert/Late,Middle,Creative Industries,Digital_Creative
Teacher,99981,2,High School,0.43,1.17,0.09,Low,0.45,0.01,0.48,0.9,0.6,0.44,0.16,0.2,0.08,0.74,Early Career,Middle,Education,Public_Sector
Truck Driver,104541,22,Master's,0.38,1.25,0.88,High,0.58,0.57,0.09,0.17,0.53,0.35,0.02,0.8,0.65,0.33,Expert/Late,High,Transport & Logistics,Manual_Trade_Service
Nurse,30733,7,Bachelor's,0.89,0.69,0.19,Low,0.96,0.64,0.44,0.72,0.82,0.59,0.87,0.51,0.83,0.95,Mid-Level,Middle,Health & Social Care,Public_Sector
HR Specialist,127760,27,High School,0.61,1.11,0.61,Medium,0.82,0.03,0.73,0.78,0.7,0.71,0.04,0.44,0.82,0.93,Expert/Late,High,Business & Professional Services,Private_Professional
Truck Driver,56819,1,PhD,0.58,1.3,0.89,High,0.62,0.02,0.72,0.77,0.72,0.77,0.43,0.99,0.77,0.58,Entry/Junior,Middle,Transport & Logistics,Manual_Trade_Service
Customer Support,105954,27,Master's,0.91,1.31,0.84,High,0.53,0.33,0.25,0.51,0.58,0.24,0.92,0.56,0.53,0.44,Expert/Late,High,Customer Service,Manual_Trade_Service
Research Scientist,145386,21,Master's,0.88,0.82,0.21,Low,0.61,0.58,0.53,0.18,0.28,0.52,0.79,0.43,0.2,0.09,Expert/Late,High,Research & Development,Digital_Creative
Nurse,101360,9,High School,0.42,0.63,0.22,Low,0.21,0.51,0.31,0.93,0.23,0.42,0.96,0.32,0.64,0.32,Mid-Level,High,Health & Social Care,Public_Sector
Construction Worker,108349,1,High School,0.63,1.42,0.81,High,0.63,0.61,0.42,0.61,0.26,0.38,0.44,0.86,0.35,0.64,Entry/Junior,High,Construction,Manual_Trade_Service
Truck Driver,137102,19,Master's,0.25,1.15,0.89,High,0.46,0.34,0.91,0.14,0.72,0.69,0.69,0.94,0.73,0.3,Senior,High,Transport & Logistics,Manual_Trade_Service
Customer Support,97310,29,PhD,0.39,0.53,0.93,High,0.07,0.7,0.73,0.84,0.55,0.73,0.3,0.75,0.34,0.9,Expert/Late,Middle,Customer Service,Manual_Trade_Service
Customer Support,121111,6,Bachelor's,0.32,1.0,0.89,High,0.75,0.21,0.14,0.3,0.48,0.54,0.43,0.66,0.43,0.95,Mid-Level,High,Customer Service,Manual_Trade_Service
Research Scientist,85983,11,Bachelor's,0.63,1.11,0.12,Low,0.41,0.37,0.17,0.48,0.39,0.18,0.45,0.42,0.13,0.13,Senior,Middle,Research & Development,Digital_Creative
Graphic Designer,98407,13,Master's,0.71,1.44,0.33,Medium,0.12,0.05,0.53,0.62,0.4,0.8,0.69,0.99,0.14,0.06,Senior,Middle,Creative Industries,Digital_Creative
Marketing Manager,130641,19,Master's,0.93,1.46,0.32,Medium,0.89,0.47,0.77,0.08,0.96,0.61,0.9,0.67,0.54,0.17,Senior,High,Marketing & Professional Services,Private_Professional
UX Researcher,56363,3,Bachelor's,0.47,1.37,0.35,Medium,1.0,0.88,0.39,0.25,0.92,0.12,0.35,0.08,0.95,0.62,Early Career,Middle,Digital & Creative Industries,Digital_Creative
Chef,56187,17,Bachelor's,0.56,0.6,0.53,Medium,0.81,0.54,0.87,0.8,0.28,0.63,0.01,0.4,0.24,0.94,Senior,Middle,Hospitality & Catering,Manual_Trade_Service
Data Scientist,133171,29,Bachelor's,0.65,1.23,0.61,Medium,0.74,0.29,0.69,0.55,0.6,0.0,0.26,0.93,0.29,0.44,Expert/Late,High,Digital & Technology,Digital_Creative
Teacher,143968,21,PhD,0.61,1.37,0.2,Low,0.56,0.8,0.56,0.84,0.05,0.5,0.81,0.85,0.83,0.6,Expert/Late,High,Education,Public_Sector
AI Engineer,89376,8,PhD,0.18,0.67,0.06,Low,0.99,0.35,0.76,0.06,0.3,0.62,0.52,0.21,0.46,0.11,Mid-Level,Middle,Digital & Technology,Digital_Creative
HR Specialist,70305,22,PhD,0.1,1.14,0.36,Medium,0.55,0.13,0.4,0.35,0.76,0.64,0.94,0.92,0.72,0.77,Expert/Late,Middle,Business & Professional Services,Private_Professional
Financial Analyst,47054,5,PhD,0.69,1.12,0.42,Medium,0.35,0.57,0.72,0.41,0.14,0.46,0.96,0.21,0.65,0.98,Mid-Level,Middle,Finance & Professional Services,Private_Professional
Mechanic,103080,17,High School,0.71,1.49,0.34,Medium,0.55,0.68,0.7,0.79,0.92,0.36,0.04,0.36,0.67,0.21,Senior,High,Transport & Automotive Services,Manual_Trade_Service
UX Researcher,55401,21,Bachelor's,0.21,0.5,0.36,Medium,0.59,0.39,0.72,0.67,0.8,0.87,0.82,0.45,0.31,0.5,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Software Engineer,41928,7,Bachelor's,0.31,1.04,0.34,Medium,0.23,0.75,0.18,0.14,0.29,0.37,0.33,0.37,0.14,0.17,Mid-Level,Middle,Digital & Technology,Digital_Creative
Doctor,140177,24,Bachelor's,0.4,0.84,0.25,Low,0.53,0.58,0.56,0.4,0.98,0.04,0.22,0.28,0.88,0.92,Expert/Late,High,Health & Social Care,Public_Sector
Graphic Designer,47024,28,PhD,0.42,1.41,0.34,Medium,0.65,0.94,0.75,0.28,0.72,0.29,0.11,0.72,0.18,0.11,Expert/Late,Middle,Creative Industries,Digital_Creative
Teacher,39612,10,Master's,0.19,1.0,0.3,Low,0.68,0.88,0.03,0.87,0.7,0.17,0.03,0.26,0.92,0.67,Senior,Middle,Education,Public_Sector
Truck Driver,51450,1,High School,0.45,1.44,0.82,High,0.2,0.15,0.99,0.33,0.16,0.01,0.29,0.89,0.53,0.63,Entry/Junior,Middle,Transport & Logistics,Manual_Trade_Service
Mechanic,149511,27,Master's,0.51,1.34,0.43,Medium,0.98,0.08,0.72,0.66,0.19,0.39,0.31,0.09,0.58,0.99,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
Construction Worker,106554,21,High School,0.55,0.54,0.73,High,0.51,0.99,0.88,0.34,0.54,0.55,0.69,0.69,0.79,0.02,Expert/Late,High,Construction,Manual_Trade_Service
HR Specialist,97173,3,High School,0.07,0.98,0.67,Medium,0.49,0.06,0.23,0.58,0.09,0.42,0.33,0.82,0.11,0.68,Early Career,Middle,Business & Professional Services,Private_Professional
Software Engineer,44517,3,Bachelor's,0.59,0.71,0.54,Medium,0.67,0.07,0.82,0.86,0.06,0.6,0.59,0.01,0.34,0.97,Early Career,Middle,Digital & Technology,Digital_Creative
Security Guard,31321,22,Master's,0.93,1.18,0.71,High,0.08,0.72,0.55,0.13,0.61,0.81,0.75,0.25,0.26,0.97,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
AI Engineer,93001,25,High School,0.32,1.32,0.09,Low,0.2,0.18,0.09,0.85,0.58,0.26,0.85,0.8,0.1,0.64,Expert/Late,Middle,Digital & Technology,Digital_Creative
Chef,35685,23,Bachelor's,0.72,1.22,0.37,Medium,0.32,0.84,0.9,0.28,0.02,0.86,0.38,0.33,0.35,0.42,Expert/Late,Middle,Hospitality & Catering,Manual_Trade_Service
Data Scientist,35335,13,High School,0.57,0.58,0.69,Medium,0.94,0.93,0.88,0.66,0.22,0.05,0.1,0.32,0.5,0.99,Senior,Middle,Digital & Technology,Digital_Creative
Mechanic,110286,26,Bachelor's,0.52,1.2,0.37,Medium,0.93,0.53,0.28,0.94,0.63,0.48,0.58,0.75,0.15,0.86,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
Doctor,45641,16,PhD,0.57,1.18,0.26,Low,0.37,0.99,0.68,0.42,0.68,0.52,0.11,0.8,0.56,0.8,Senior,Middle,Health & Social Care,Public_Sector
Retail Worker,50242,5,PhD,0.54,1.27,0.95,High,0.88,0.86,0.25,0.84,0.17,0.2,0.11,0.86,0.11,0.14,Mid-Level,Middle,Retail & Consumer Services,Manual_Trade_Service
Teacher,60166,19,Master's,0.57,1.38,0.15,Low,0.55,0.17,0.27,0.13,0.41,0.59,0.28,0.85,0.98,0.12,Senior,Middle,Education,Public_Sector
UX Researcher,61232,15,Master's,0.79,0.69,0.44,Medium,0.39,0.92,0.66,0.04,0.01,0.2,0.32,0.48,0.84,0.31,Senior,Middle,Digital & Creative Industries,Digital_Creative
Graphic Designer,78720,29,PhD,0.33,0.51,0.68,Medium,0.14,0.29,0.13,0.49,0.93,0.1,0.44,0.02,0.77,0.64,Expert/Late,Middle,Creative Industries,Digital_Creative
Construction Worker,125110,4,Bachelor's,0.47,1.41,0.8,High,0.51,0.7,0.52,0.19,0.32,0.09,0.43,0.61,0.12,0.63,Early Career,High,Construction,Manual_Trade_Service
Marketing Manager,113128,7,High School,0.34,0.72,0.66,Medium,0.69,0.11,0.41,0.67,0.57,0.62,0.57,0.8,0.32,0.71,Mid-Level,High,Marketing & Professional Services,Private_Professional
Teacher,120605,29,PhD,0.39,1.29,0.11,Low,0.28,0.93,0.03,0.22,0.48,0.4,0.63,0.19,0.07,0.37,Expert/Late,High,Education,Public_Sector
Customer Support,39513,18,Bachelor's,0.56,1.1,0.84,High,0.25,0.76,0.09,0.2,0.74,0.28,0.49,0.33,0.51,0.35,Senior,Middle,Customer Service,Manual_Trade_Service
UX Researcher,57177,0,Master's,0.85,0.65,0.44,Medium,0.56,0.15,0.13,0.66,0.65,0.23,0.23,0.75,0.12,0.92,Entry/Junior,Middle,Digital & Creative Industries,Digital_Creative
Marketing Manager,85572,8,Master's,0.87,0.71,0.31,Medium,0.94,0.34,0.31,0.26,0.24,0.73,0.91,0.79,0.67,0.29,Mid-Level,Middle,Marketing & Professional Services,Private_Professional
Mechanic,147849,12,Master's,0.24,0.61,0.35,Medium,0.6,0.04,0.97,1.0,0.15,0.43,0.77,0.96,0.89,0.25,Senior,High,Transport & Automotive Services,Manual_Trade_Service
Nurse,126080,1,High School,0.29,0.94,0.14,Low,0.77,0.26,0.86,0.23,0.36,0.45,0.29,0.77,0.41,0.89,Entry/Junior,High,Health & Social Care,Public_Sector
Software Engineer,144438,4,High School,0.86,1.02,0.5,Medium,0.22,0.59,0.95,0.08,0.75,0.87,0.99,0.33,0.36,0.23,Early Career,High,Digital & Technology,Digital_Creative
Construction Worker,34844,22,PhD,0.14,0.77,0.77,High,0.37,0.42,0.56,0.95,0.25,0.78,0.68,0.12,0.81,0.09,Expert/Late,Middle,Construction,Manual_Trade_Service
Security Guard,47639,21,Bachelor's,0.68,1.05,0.87,High,0.64,0.78,0.24,0.43,0.15,0.43,0.7,0.69,0.71,0.31,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
Construction Worker,86041,3,Master's,0.37,1.44,0.79,High,0.6,0.75,0.91,0.44,0.36,0.43,0.32,0.65,0.93,0.13,Early Career,Middle,Construction,Manual_Trade_Service
Teacher,68575,2,Master's,0.46,1.22,0.14,Low,0.55,0.03,0.46,0.24,0.52,0.53,0.75,0.54,0.61,0.53,Early Career,Middle,Education,Public_Sector
AI Engineer,120150,14,High School,0.76,1.13,0.18,Low,0.34,0.78,0.19,0.04,0.7,0.14,0.9,0.77,0.6,0.31,Senior,High,Digital & Technology,Digital_Creative
Truck Driver,42485,16,High School,0.48,0.79,0.94,High,0.16,0.75,0.8,0.95,0.55,0.53,0.92,0.8,0.76,0.79,Senior,Middle,Transport & Logistics,Manual_Trade_Service
Software Engineer,103147,13,Master's,0.04,0.7,0.56,Medium,0.4,0.61,0.55,0.44,0.23,0.72,0.91,0.77,0.12,0.54,Senior,High,Digital & Technology,Digital_Creative
Customer Support,66598,8,PhD,0.59,0.94,0.77,High,0.33,0.24,0.2,0.59,0.51,0.73,0.31,0.46,0.68,0.96,Mid-Level,Middle,Customer Service,Manual_Trade_Service
Retail Worker,132916,27,PhD,0.3,0.95,0.88,High,0.96,0.54,0.81,0.46,0.04,0.89,0.29,0.14,1.0,0.35,Expert/Late,High,Retail & Consumer Services,Manual_Trade_Service
Truck Driver,41311,3,PhD,0.31,1.01,0.72,High,0.35,0.67,0.92,0.4,0.56,0.64,0.07,0.34,0.68,0.74,Early Career,Middle,Transport & Logistics,Manual_Trade_Service
Marketing Manager,139940,6,PhD,0.01,0.51,0.52,Medium,0.55,0.56,0.72,0.92,0.99,0.7,0.51,0.14,0.38,0.57,Mid-Level,High,Marketing & Professional Services,Private_Professional
Marketing Manager,124930,9,High School,0.13,1.29,0.7,Medium,0.81,0.77,0.26,0.0,0.23,0.79,0.11,0.3,0.56,0.58,Mid-Level,High,Marketing & Professional Services,Private_Professional
UX Researcher,115639,9,PhD,0.98,0.51,0.5,Medium,0.5,0.29,0.53,0.67,0.67,0.09,0.8,0.93,0.12,0.42,Mid-Level,High,Digital & Creative Industries,Digital_Creative
Truck Driver,34123,16,Master's,0.83,1.03,0.72,High,0.57,0.36,0.54,0.65,0.64,0.67,0.68,0.11,0.19,0.63,Senior,Middle,Transport & Logistics,Manual_Trade_Service
Financial Analyst,98384,13,Bachelor's,0.63,0.57,0.37,Medium,0.48,0.45,0.75,0.39,0.66,0.7,0.65,0.6,0.81,0.66,Senior,Middle,Finance & Professional Services,Private_Professional
Graphic Designer,102433,29,Master's,0.64,0.66,0.42,Medium,0.33,0.09,0.69,0.6,0.59,0.48,0.54,0.01,0.1,0.68,Expert/Late,High,Creative Industries,Digital_Creative
Marketing Manager,127550,15,Bachelor's,0.11,0.83,0.4,Medium,0.03,0.41,0.03,0.0,0.79,0.31,0.57,0.3,0.93,0.73,Senior,High,Marketing & Professional Services,Private_Professional
Software Engineer,76509,27,Master's,0.26,1.08,0.52,Medium,0.27,0.69,0.89,0.04,0.42,0.59,0.59,0.02,0.21,0.06,Expert/Late,Middle,Digital & Technology,Digital_Creative
Financial Analyst,141075,11,High School,0.65,0.66,0.43,Medium,0.33,0.82,0.19,0.55,0.78,0.83,0.67,0.3,0.82,0.74,Senior,High,Finance & Professional Services,Private_Professional
Teacher,35853,18,Master's,0.07,0.54,0.22,Low,0.94,0.77,0.83,0.54,0.3,0.68,0.71,0.68,0.95,0.37,Senior,Middle,Education,Public_Sector
Teacher,95311,28,High School,0.91,0.66,0.22,Low,0.87,0.31,0.83,0.33,0.79,0.07,0.66,0.68,0.49,0.69,Expert/Late,Middle,Education,Public_Sector
Lawyer,145672,28,High School,0.73,1.46,0.48,Medium,0.53,0.26,0.99,0.06,0.36,0.3,0.39,0.92,0.37,0.92,Expert/Late,High,Legal Services,Private_Professional
Financial Analyst,107045,5,Bachelor's,0.17,1.3,0.4,Medium,0.09,0.23,0.89,0.28,0.7,0.4,0.26,0.14,0.97,0.52,Mid-Level,High,Finance & Professional Services,Private_Professional
Lawyer,68211,4,PhD,0.2,0.91,0.52,Medium,0.18,0.28,0.78,0.42,0.0,0.05,0.44,0.06,0.17,0.73,Early Career,Middle,Legal Services,Private_Professional
HR Specialist,58454,29,PhD,0.52,0.63,0.35,Medium,0.05,0.85,0.95,0.12,0.21,0.09,0.88,0.96,0.26,0.3,Expert/Late,Middle,Business & Professional Services,Private_Professional
